Date,Opponent,##,Player Name,TOT-FG,3-PT,FT,OF,DE,TOT,PF,TP,A,TO,BLK,S,MIN
12/06/2023,Innisfree,24,Kwame Stanhope,5-15,0-3,0-0,2,1,3,2,10,4,5,0,1,29:35
12/06/2023,Innisfree,14,Xavier Caverly,,,,,,,,,,,,,DNP
12/06/2023,Innisfree,13,Emeka Stanhope,3-6,0-2,0-0,2,1,3,0,9,3,2,0,1,13:15
12/06/2023,Innisfree,52,Finn Kealoha,1-1,0-0,1-1,0,1,1,0,5,0,1,1,0,6:03
12/06/2023,Innisfree,40,Wendell Whitlock,,,,,,,,,,,,,DNP
12/06/2023,Innisfree,35,Dedrick Abara,2-2,0-2,0-2,1,0,1,1,4,1,1,1,0,8:20
12/06/2023,Innisfree,01,Tavian Caverly,,,,,,,,,,,,,DNP
12/06/2023,Innisfree,,TEAM,,,,2,2,4,,,,1,,,
12/06/2023,Innisfree,,Totals,32-55,2-20,6-15,19,28,47,11,77,33,27,8,6,200
12/09/2023,Bellcourt,11,Wendell Nkemelu,5-8,0-5,6-8,3,0,3,3,16,8,2,2,1,39:36
12/09/2023,Bellcourt,23,Ugo Kealoha,3-5,1-2,5-5,1,6,7,3,12,4,2,1,1,22:41
12/09/2023,Bellcourt,21,Yannick Janowski,0-2,0-2,3-4,2,5,7,1,3,3,0,1,0,19:44
12/09/2023,Bellcourt,20,Priit Lomax,7-8,0-1,0-3,3,5,8,1,14,7,1,2,0,30:06
12/09/2023,Bellcourt,24,Kwame Stanhope,9-15,2-2,2-6,2,0,2,0,22,6,5,2,3,31:35
12/09/2023,Bellcourt,14,Xavier Caverly,5-5,2-2,0-1,2,5,7,3,12,3,3,1,1,17:55
12/09/2023,Bellcourt,13,Emeka Stanhope,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0:03
12/09/2023,Bellcourt,52,Finn Kealoha,3-3,1-1,0-0,0,0,0,0,7,0,1,0,0,5:19
12/09/2023,Bellcourt,40,Wendell Whitlock,,,,,,,,,,,,,DNP
12/09/2023,Bellcourt,35,Dedrick Abara,0-2,0-2,0-1,0,1,1,1,0,2,1,1,0,7:46
12/09/2023,Bellcourt,01,Tavian Caverly,3-4,1-1,1-1,1,2,3,1,8,0,1,0,1,8:01
12/09/2023,Bellcourt,33,Cormac Ostrander,1-6,0-1,2-2,1,3,4,2,4,1,1,0,1,17:14
12/09/2023,Bellcourt,,TEAM,,,,2,4,6,,,,1,,,
12/09/2023,Bellcourt,,Totals,36-58,7-19,19-31,17,31,48,15,98,34,18,10,8,200
12/14/2023,Redhill,11,Wendell Nkemelu,7-18,7-10,2-4,3,1,4,2,23,5,0,3,2,36:29
12/14/2023,Redhill,23,Ugo Kealoha,5-7,0-1,2-3,2,3,5,1,12,0,1,1,1,19:30
12/14/2023,Redhill,21,Yannick Janowski,13-14,0-7,1-4,2,6,8,3,27,3,0,0,1,27:28
12/14/2023,Redhill,20,Priit Lomax,4-4,0-0,0-3,1,2,3,5,8,6,4,1,0,29:35
12/14/2023,Redhill,24,Kwame Stanhope,2-8,2-5,2-4,3,4,7,3,8,3,1,0,1,17:42
12/14/2023,Redhill,14,Xavier Caverly,0-2,0-1,0-3,2,3,5,1,0,2,1,0,1,12:16
12/14/2023,Redhill,13,Emeka Stanhope,2-3,1-1,0-0,1,1,2,0,5,1,0,1,0,7:25
12/14/2023,Redhill,52,Finn Kealoha,2-2,0-1,0-0,0,1,1,0,4,1,0,0,0,3:36
12/14/2023,Redhill,40,Wendell Whitlock,,,,,,,,,,,,,DNP
12/14/2023,Redhill,35,Dedrick Abara,1-2,0-0,0-1,0,1,1,0,2,0,1,0,0,6:09
12/14/2023,Redhill,01,Tavian Caverly,0-3,0-1,1-1,0,1,1,1,1,2,0,0,0,7:50
12/14/2023,Redhill,33,Cormac Ostrander,5-7,0-1,3-3,1,1,2,3,13,5,3,0,1,22:36
12/14/2023,Redhill,45,Lachlan Abara,0-1,0-1,1-2,0,1,1,1,1,1,1,0,0,9:24
12/14/2023,Redhill,,TEAM,,,,3,3,6,,,,3,,,
12/14/2023,Redhill,,Totals,41-71,10-29,12-28,18,28,46,20,104,29,15,6,7,200
12/17/2023,Oakhaven,11,Wendell Nkemelu,19-20,0-0,7-8,0,7,7,1,45,4,3,0,2,41:18
12/17/2023,Oakhaven,23,Ugo Kealoha,11-11,0-1,2-2,3,4,7,1,24,1,4,1,2,23:43
12/17/2023,Oakhaven,21,Yannick Janowski,5-6,2-6,1-5,1,9,10,5,13,2,2,2,1,31:49
12/17/2023,Oakhaven,20,Priit Lomax,5-5,0-5,0-3,3,3,6,2,10,2,0,1,2,28:10
12/17/2023,Oakhaven,24,Kwame Stanhope,8-8,0-0,2-2,0,3,3,3,18,4,1,2,1,22:32
12/17/2023,Oakhaven,14,Xavier Caverly,,,,,,,,,,,,,DNP
12/17/2023,Oakhaven,13,Emeka Stanhope,1-1,1-1,0-1,0,1,1,0,3,0,1,0,1,10:32
12/17/2023,Oakhaven,52,Finn Kealoha,2-2,0-1,0-1,1,1,2,1,4,1,0,1,1,5:55
12/17/2023,Oakhaven,40,Wendell Whitlock,1-4,1-1,1-2,2,2,4,1,4,3,2,1,0,18:05
12/17/2023,Oakhaven,35,Dedrick Abara,3-4,1-2,0-2,1,2,3,1,7,1,1,0,1,9:22
12/17/2023,Oakhaven,01,Tavian Caverly,0-2,0-1,2-2,0,2,2,1,2,0,1,0,0,8:34
12/17/2023,Oakhaven,,TEAM,,,,4,0,4,,,,2,,,
12/17/2023,Oakhaven,,Totals,55-63,5-18,15-28,15,34,49,16,130,18,17,8,11,200
12/22/2023,Underhill,11,Wendell Nkemelu,5-6,1-1,3-3,1,6,7,1,14,6,2,1,2,27:31
12/22/2023,Underhill,23,Ugo Kealoha,3-6,0-1,1-7,0,5,5,1,7,5,3,3,1,33:15
12/22/2023,Underhill,21,Yannick Janowski,4-12,0-1,0-4,3,6,9,1,8,6,3,2,1,23:57
12/22/2023,Underhill,20,Priit Lomax,0-5,0-1,0-0,2,3,5,4,3,7,2,0,1,28:06
12/22/2023,Underhill,24,Kwame Stanhope,4-6,4-5,0-4,2,1,3,0,12,4,1,2,1,20:00
12/22/2023,Underhill,14,Xavier Caverly,,,,,,,,,,,,,DNP
12/22/2023,Underhill,13,Emeka Stanhope,0-2,0-2,0-1,0,2,2,0,0,1,1,1,1,9:41
12/22/2023,Underhill,52,Finn Kealoha,1-2,0-1,1-1,1,1,2,0,3,1,1,0,0,5:55
12/22/2023,Underhill,40,Wendell Whitlock,0-10,0-3,1-3,3,4,7,2,1,2,2,1,1,20:16
12/22/2023,Underhill,35,Dedrick Abara,,,,,,,,,,,,,DNP
12/22/2023,Underhill,01,Tavian Caverly,0-3,0-1,0-0,1,1,2,0,0,0,1,1,1,9:34
12/22/2023,Underhill,33,Cormac Ostrander,2-2,0-1,0-2,1,2,3,2,4,5,2,1,1,21:45
12/22/2023,Underhill,,TEAM,,,,3,0,3,,,,2,,,
12/22/2023,Underhill,,Totals,19-54,5-17,6-25,17,31,48,11,52,37,20,12,10,200
12/28/2023,Alderman,11,Wendell Nkemelu,0-12,0-1,3-6,3,4,7,3,3,7,4,1,2,28:35
12/28/2023,Alderman,23,Ugo Kealoha,0-2,0-2,0-1,0,1,1,0,0,3,1,0,0,15:17
12/28/2023,Alderman,21,Yannick Janowski,3-3,1-3,0-0,6,10,16,3,7,1,4,3,2,39:32
12/28/2023,Alderman,20,Priit Lomax,3-6,0-4,1-4,3,1,4,1,7,7,4,2,1,29:48
12/28/2023,Alderman,24,Kwame Stanhope,3-3,3-3,0-2,2,3,5,1,9,2,1,3,2,28:24
12/28/2023,Alderman,14,Xavier Caverly,2-3,0-3,0-0,1,2,3,1,4,0,0,0,1,13:20
12/28/2023,Alderman,13,Emeka Stanhope,2-3,1-1,1-1,1,2,3,1,6,0,0,1,0,8:42
12/28/2023,Alderman,52,Finn Kealoha,0-0,0-0,0-1,0,0,0,1,0,1,0,0,0,4:20
12/28/2023,Alderman,40,Wendell Whitlock,8-8,1-3,0-2,2,2,4,0,17,4,0,0,1,17:24
12/28/2023,Alderman,35,Dedrick Abara,0-1,0-0,0-1,1,2,3,0,0,2,1,1,0,7:26
12/28/2023,Alderman,01,Tavian Caverly,1-3,1-2,1-1,1,1,2,1,4,0,1,1,1,7:10
12/28/2023,Alderman,33,Cormac Ostrander,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0:02
12/28/2023,Alderman,45,Lachlan Abara,,,,,,,,,,,,,DNP
12/28/2023,Alderman,,TEAM,,,,2,4,6,,,,1,,,
12/28/2023,Alderman,,Totals,22-44,7-22,6-19,22,32,54,12,57,27,17,12,10,200
01/02/2024,Oakhaven,11,Wendell Nkemelu,10-12,1-1,0-0,2,1,3,5,21,1,1,2,2,32:01
01/02/2024,Oakhaven,23,Ugo Kealoha,7-7,3-7,3-6,5,2,7,3,21,9,4,1,3,39:32
01/02/2024,Oakhaven,21,Yannick Janowski,4-12,1-1,2-4,2,1,3,0,11,1,4,0,0,28:45
01/02/2024,Oakhaven,20,Priit Lomax,1-10,1-2,1-1,2,4,6,1,4,2,0,2,1,19:58
01/02/2024,Oakhaven,24,Kwame Stanhope,1-2,1-2,2-4,3,4,7,2,5,2,0,0,1,23:25
01/02/2024,Oakhaven,14,Xavier Caverly,3-6,0-0,0-2,2,4,6,1,6,1,1,2,1,18:25
01/02/2024,Oakhaven,13,Emeka Stanhope,0-1,0-0,1-1,0,2,2,0,1,1,1,1,1,9:31
01/02/2024,Oakhaven,52,Finn Kealoha,0-2,0-1,0-1,0,0,0,0,0,0,0,0,0,3:27
01/02/2024,Oakhaven,40,Wendell Whitlock,3-4,1-4,1-2,2,0,2,0,8,2,2,1,1,14:36
01/02/2024,Oakhaven,35,Dedrick Abara,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0:08
01/02/2024,Oakhaven,01,Tavian Caverly,4-5,1-2,0-1,0,2,2,0,9,1,1,0,1,10:12
01/02/2024,Oakhaven,,TEAM,,,,2,3,5,,,,1,,,
01/02/2024,Oakhaven,,Totals,33-61,9-20,10-22,20,23,43,12,86,20,15,9,11,200
01/07/2024,Westmere,11,Wendell Nkemelu,5-5,2-3,3-6,1,5,6,2,15,4,3,0,1,25:32
01/07/2024,Westmere,23,Ugo Kealoha,4-4,0-4,1-4,3,10,13,5,9,2,3,1,2,39:46
01/07/2024,Westmere,21,Yannick Janowski,7-10,2-2,5-5,0,1,1,0,22,5,1,0,0,23:47
01/07/2024,Westmere,20,Priit Lomax,5-5,1-2,1-3,1,5,6,3,12,3,3,2,2,22:35
01/07/2024,Westmere,24,Kwame Stanhope,5-5,2-5,1-3,3,0,3,2,13,1,1,2,1,23:53
01/07/2024,Westmere,14,Xavier Caverly,3-4,1-1,0-3,1,3,4,3,7,0,1,0,1,15:38
01/07/2024,Westmere,13,Emeka Stanhope,0-2,0-0,0-0,0,2,2,0,0,1,0,1,0,7:30
01/07/2024,Westmere,52,Finn Kealoha,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0:10
01/07/2024,Westmere,40,Wendell Whitlock,3-6,2-2,1-3,2,1,3,2,9,2,2,0,2,16:14
01/07/2024,Westmere,35,Dedrick Abara,1-1,1-1,0-1,1,0,1,1,3,1,0,0,0,4:58
01/07/2024,Westmere,01,Tavian Caverly,2-3,0-0,0-1,0,1,1,0,4,0,0,1,0,6:18
01/07/2024,Westmere,33,Cormac Ostrander,2-2,1-2,1-1,1,2,3,1,6,3,1,1,1,13:39
01/07/2024,Westmere,,TEAM,,,,4,2,6,,,,3,,,
01/07/2024,Westmere,,Totals,37-47,12-22,13-30,17,32,49,19,100,22,18,8,10,200
01/09/2024,Delaford,11,Wendell Nkemelu,0-12,0-1,1-2,4,5,9,5,1,2,4,2,1,29:21
01/09/2024,Delaford,23,Ugo Kealoha,1-5,1-4,4-5,1,1,2,2,7,6,2,0,1,24:42
01/09/2024,Delaford,21,Yannick Janowski,3-3,3-3,1-4,4,2,6,5,10,4,5,2,0,31:18
01/09/2024,Delaford,20,Priit Lomax,0-5,0-5,1-2,0,5,5,5,-1,2,1,3,1,36:32
01/09/2024,Delaford,24,Kwame Stanhope,5-7,0-5,3-4,2,0,2,1,13,4,3,0,1,20:05
01/09/2024,Delaford,14,Xavier Caverly,5-10,1-3,1-4,0,3,3,3,12,1,1,1,1,20:23
01/09/2024,Delaford,13,Emeka Stanhope,2-4,1-2,1-1,1,1,2,1,6,2,1,0,1,12:32
01/09/2024,Delaford,52,Finn Kealoha,2-2,0-0,1-1,1,1,2,1,5,0,1,1,0,5:30
01/09/2024,Delaford,40,Wendell Whitlock,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0:01
01/09/2024,Delaford,35,Dedrick Abara,,,,,,,,,,,,,DNP
01/09/2024,Delaford,01,Tavian Caverly,3-5,1-3,1-1,1,3,4,1,8,1,1,1,1,11:28
01/09/2024,Delaford,33,Cormac Ostrander,,,,,,,,,,,,,DNP
01/09/2024,Delaford,45,Lachlan Abara,0-1,0-1,2-2,1,1,2,1,2,0,0,0,0,8:08
01/09/2024,Delaford,,TEAM,,,,3,0,3,,,,0,,,
01/09/2024,Delaford,,Totals,21-54,7-27,16-26,18,22,40,25,63,22,19,10,7,200
01/11/2024,Redhill,11,Wendell Nkemelu,3-11,0-3,0-3,3,3,6,2,6,1,3,0,3,31:33
01/11/2024,Redhill,23,Ugo Kealoha,10-11,2-4,2-4,3,4,7,1,24,6,1,0,2,25:24
01/11/2024,Redhill,21,Yannick Janowski,11-14,4-6,2-5,4,1,5,4,28,3,1,2,1,27:27
01/11/2024,Redhill,20,Priit Lomax,7-10,2-3,2-2,4,5,9,5,18,6,7,4,4,41:12
01/11/2024,Redhill,24,Kwame Stanhope,14-19,0-7,1-9,1,10,11,2,29,8,5,0,2,39:01
01/11/2024,Redhill,14,Xavier Caverly,,,,,,,,,,,,,DNP
01/11/2024,Redhill,13,Emeka Stanhope,,,,,,,,,,,,,DNP
01/11/2024,Redhill,52,Finn Kealoha,2-3,0-1,0-1,1,2,3,0,4,1,1,0,1,9:21
01/11/2024,Redhill,40,Wendell Whitlock,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0:03
01/11/2024,Redhill,35,Dedrick Abara,3-3,1-1,2-2,1,0,1,0,9,0,1,1,1,12:34
01/11/2024,Redhill,01,Tavian Caverly,4-6,2-2,1-3,1,0,1,2,11,3,1,1,1,13:25
01/11/2024,Redhill,33,Cormac Ostrander,,,,,,,,,,,,,DNP
01/11/2024,Redhill,,TEAM,,,,2,2,4,,,,0,,,
01/11/2024,Redhill,,Totals,54-77,11-27,10-29,20,27,47,16,129,28,20,8,15,200
01/14/2024,Vantage,11,Wendell Nkemelu,4-12,4-4,0-2,5,8,13,4,12,2,8,3,1,45:25
01/14/2024,Vantage,23,Ugo Kealoha,2-8,1-3,0-1,5,0,5,0,5,8,0,2,3,39:36
01/14/2024,Vantage,21,Yannick Janowski,7-8,0-2,3-3,2,9,11,4,17,3,3,0,1,33:30
01/14/2024,Vantage,20,Priit Lomax,5-11,1-2,0-1,3,3,6,2,11,4,4,2,0,28:45
01/14/2024,Vantage,24,Kwame Stanhope,5-8,4-5,6-7,3,1,4,3,20,8,4,3,0,31:16
01/14/2024,Vantage,14,Xavier Caverly,,,,,,,,,,,,,DNP
01/14/2024,Vantage,13,Emeka Stanhope,1-1,0-1,0-1,1,2,3,0,2,2,2,1,1,10:32
01/14/2024,Vantage,52,Finn Kealoha,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0:00
01/14/2024,Vantage,40,Wendell Whitlock,,,,,,,,,,,,,DNP
01/14/2024,Vantage,35,Dedrick Abara,0-5,0-1,2-2,0,1,1,1,2,1,2,0,1,10:56
01/14/2024,Vantage,01,Tavian Caverly,,,,,,,,,,,,,DNP
01/14/2024,Vantage,,TEAM,,,,0,2,2,,,,0,,,
01/14/2024,Vantage,,Totals,24-53,10-18,11-17,19,26,45,14,69,28,23,11,7,200
01/16/2024,Bellcourt,11,Wendell Nkemelu,2-17,2-10,2-5,2,3,5,1,8,2,6,0,2,36:50
01/16/2024,Bellcourt,23,Ugo Kealoha,0-6,0-5,2-2,1,3,4,1,2,2,3,0,2,21:26
01/16/2024,Bellcourt,21,Yannick Janowski,10-10,1-5,1-2,2,2,4,2,22,1,2,0,0,20:04
01/16/2024,Bellcourt,20,Priit Lomax,0-5,0-1,1-1,2,5,7,1,1,1,2,0,2,19:33
01/16/2024,Bellcourt,24,Kwame Stanhope,6-8,2-3,0-4,0,5,5,2,14,1,1,0,1,18:26
01/16/2024,Bellcourt,14,Xavier Caverly,3-5,1-1,0-1,1,1,2,2,7,4,0,1,0,17:46
01/16/2024,Bellcourt,13,Emeka Stanhope,1-1,1-1,1-1,1,3,4,0,4,1,1,1,1,12:17
01/16/2024,Bellcourt,52,Finn Kealoha,1-2,0-0,0-1,0,0,0,0,2,1,0,0,0,3:53
01/16/2024,Bellcourt,40,Wendell Whitlock,2-8,2-4,0-2,2,2,4,1,6,1,1,1,1,15:51
01/16/2024,Bellcourt,35,Dedrick Abara,0-4,0-1,0-1,0,2,2,1,0,1,1,0,0,7:39
01/16/2024,Bellcourt,01,Tavian Caverly,0-1,0-1,1-1,1,2,3,0,1,1,1,0,0,7:42
01/16/2024,Bellcourt,33,Cormac Ostrander,1-5,0-1,1-2,2,5,7,2,3,4,0,1,1,18:33
01/16/2024,Bellcourt,,TEAM,,,,3,0,3,,,,1,,,
01/16/2024,Bellcourt,,Totals,26-72,9-33,9-23,17,33,50,13,70,20,19,4,10,200
01/20/2024,Thornbury,11,Wendell Nkemelu,1-11,1-2,2-6,2,3,5,4,5,7,4,1,1,33:35
01/20/2024,Thornbury,23,Ugo Kealoha,0-2,0-2,3-4,1,4,5,2,3,2,1,1,2,23:39
01/20/2024,Thornbury,21,Yannick Janowski,4-9,1-7,0-0,1,1,2,0,9,1,0,2,1,28:14
01/20/2024,Thornbury,20,Priit Lomax,6-9,0-8,1-3,4,5,9,2,13,4,0,1,1,29:31
01/20/2024,Thornbury,24,Kwame Stanhope,3-6,3-3,4-4,3,1,4,2,13,2,2,1,2,18:54
01/20/2024,Thornbury,14,Xavier Caverly,10-8,0-0,0-2,1,6,7,0,16,3,3,1,1,22:13
01/20/2024,Thornbury,13,Emeka Stanhope,2-2,1-2,1-1,0,2,2,0,6,0,1,0,1,12:09
01/20/2024,Thornbury,52,Finn Kealoha,1-2,0-0,1-1,0,1,1,0,3,1,0,0,0,4:16
01/20/2024,Thornbury,40,Wendell Whitlock,5-8,0-4,1-1,2,4,6,1,11,2,3,0,0,18:27
01/20/2024,Thornbury,35,Dedrick Abara,0-4,0-2,1-1,1,1,2,0,1,2,1,0,1,9:02
01/20/2024,Thornbury,01,Tavian Caverly,,,,,,,,,,,,,DNP
01/20/2024,Thornbury,,TEAM,,,,2,0,2,,,,2,,,
01/20/2024,Thornbury,,Totals,30-63,6-30,14-23,17,28,45,11,80,24,17,7,10,200
01/24/2024,Bellcourt,11,Wendell Nkemelu,12-12,0-2,4-4,0,0,0,1,28,4,4,0,2,23:27
01/24/2024,Bellcourt,23,Ugo Kealoha,2-8,0-1,1-5,0,2,2,2,5,1,0,1,1,24:14
01/24/2024,Bellcourt,21,Yannick Janowski,1-4,0-4,4-6,1,3,4,1,6,4,2,0,1,27:08
01/24/2024,Bellcourt,20,Priit Lomax,1-3,0-1,0-0,0,5,5,3,2,4,2,0,2,19:08
01/24/2024,Bellcourt,24,Kwame Stanhope,1-5,0-4,3-3,2,1,3,2,5,1,0,1,1,16:23
01/24/2024,Bellcourt,14,Xavier Caverly,2-7,2-4,0-2,2,1,3,3,6,1,2,0,1,18:59
01/24/2024,Bellcourt,13,Emeka Stanhope,1-2,0-1,0-1,0,0,0,1,2,1,0,0,0,7:14
01/24/2024,Bellcourt,52,Finn Kealoha,1-1,0-1,0-0,0,1,1,0,2,1,1,0,0,3:46
01/24/2024,Bellcourt,40,Wendell Whitlock,4-4,2-3,4-4,1,2,3,1,14,1,0,2,0,17:35
01/24/2024,Bellcourt,35,Dedrick Abara,2-2,0-0,0-1,1,1,2,0,4,1,0,0,0,4:35
01/24/2024,Bellcourt,01,Tavian Caverly,0-1,0-1,0-0,0,1,1,1,0,1,1,0,0,7:11
01/24/2024,Bellcourt,33,Cormac Ostrander,4-5,3-3,0-1,0,0,0,0,11,2,2,2,1,20:17
01/24/2024,Bellcourt,45,Lachlan Abara,0-1,0-1,0-1,0,2,2,1,0,0,2,1,1,10:03
01/24/2024,Bellcourt,,TEAM,,,,3,0,3,,,,1,,,
01/24/2024,Bellcourt,,Totals,31-55,7-26,16-28,10,19,29,16,85,22,17,7,10,200
01/26/2024,Oakhaven,11,Wendell Nkemelu,5-9,5-6,6-7,2,8,10,4,21,3,1,1,2,30:54
01/26/2024,Oakhaven,23,Ugo Kealoha,1-7,1-3,0-1,3,1,4,0,3,0,3,1,2,21:54
01/26/2024,Oakhaven,21,Yannick Janowski,1-3,1-1,2-6,1,10,11,5,5,8,2,3,2,39:33
01/26/2024,Oakhaven,20,Priit Lomax,2-3,2-3,2-5,2,4,6,0,8,6,1,2,2,26:22
01/26/2024,Oakhaven,24,Kwame Stanhope,1-5,1-5,1-1,1,3,4,2,4,4,1,2,1,18:43
01/26/2024,Oakhaven,14,Xavier Caverly,0-4,0-3,0-2,2,0,2,2,0,3,1,1,1,13:20
01/26/2024,Oakhaven,13,Emeka Stanhope,1-1,1-1,2-2,1,3,4,1,5,2,2,1,1,11:51
01/26/2024,Oakhaven,52,Finn Kealoha,0-1,0-1,0-0,0,0,0,1,0,1,0,0,0,4:01
01/26/2024,Oakhaven,40,Wendell Whitlock,1-3,1-2,0-2,1,2,3,0,3,0,2,0,1,11:18
01/26/2024,Oakhaven,35,Dedrick Abara,0-1,0-1,1-1,0,1,1,1,1,1,0,0,0,5:00
01/26/2024,Oakhaven,01,Tavian Caverly,,,,,,,,,,,,,DNP
01/26/2024,Oakhaven,33,Cormac Ostrander,0-8,0-3,2-2,2,5,7,1,2,2,0,2,1,17:04
01/26/2024,Oakhaven,,TEAM,,,,5,1,6,,,,3,,,
01/26/2024,Oakhaven,,Totals,12-45,12-29,16-29,20,38,58,17,52,30,16,13,13,200
02/04/2024,Redhill,11,Wendell Nkemelu,1-8,0-0,0-0,3,1,4,4,2,8,4,1,2,32:09
02/04/2024,Redhill,23,Ugo Kealoha,5-9,2-3,0-1,2,8,10,1,12,2,2,1,3,30:12
02/04/2024,Redhill,21,Yannick Janowski,7-7,5-5,5-5,5,0,5,4,24,8,6,2,1,39:56
02/04/2024,Redhill,20,Priit Lomax,2-6,0-4,1-5,3,6,9,3,5,0,1,2,1,30:05
02/04/2024,Redhill,24,Kwame Stanhope,1-5,0-1,2-4,3,5,8,5,4,6,2,3,2,30:29
02/04/2024,Redhill,14,Xavier Caverly,1-4,1-4,0-3,2,4,6,1,3,4,1,1,1,18:55
02/04/2024,Redhill,13,Emeka Stanhope,3-3,0-1,1-1,1,2,3,0,7,1,1,1,0,11:32
02/04/2024,Redhill,52,Finn Kealoha,,,,,,,,,,,,,DNP
02/04/2024,Redhill,40,Wendell Whitlock,,,,,,,,,,,,,DNP
02/04/2024,Redhill,35,Dedrick Abara,2-3,0-0,0-0,1,2,3,1,4,1,1,0,0,6:42
02/04/2024,Redhill,01,Tavian Caverly,,,,,,,,,,,,,DNP
02/04/2024,Redhill,,TEAM,,,,3,1,4,,,,3,,,
02/04/2024,Redhill,,Totals,22-45,8-18,9-19,23,29,52,19,61,30,21,11,10,200
02/07/2024,Marchfield,11,Wendell Nkemelu,6-12,2-5,1-4,1,2,3,4,15,6,2,1,2,27:15
02/07/2024,Marchfield,23,Ugo Kealoha,0-7,0-6,0-0,2,2,4,3,0,3,0,2,1,22:48
02/07/2024,Marchfield,21,Yannick Janowski,4-9,1-2,3-5,3,1,4,1,12,3,1,0,1,26:39
02/07/2024,Marchfield,20,Priit Lomax,4-7,2-5,0-6,4,6,10,1,10,3,0,0,2,26:50
02/07/2024,Marchfield,24,Kwame Stanhope,1-3,0-3,0-2,0,3,3,2,2,3,1,3,2,29:01
02/07/2024,Marchfield,14,Xavier Caverly,,,,,,,,,,,,,DNP
02/07/2024,Marchfield,13,Emeka Stanhope,1-4,0-0,0-1,1,2,3,1,2,2,0,1,1,10:11
02/07/2024,Marchfield,52,Finn Kealoha,,,,,,,,,,,,,DNP
02/07/2024,Marchfield,40,Wendell Whitlock,2-2,1-2,0-0,1,2,3,0,5,2,0,1,1,21:11
02/07/2024,Marchfield,35,Dedrick Abara,1-3,1-2,1-1,1,1,2,0,4,0,1,0,1,7:04
02/07/2024,Marchfield,01,Tavian Caverly,3-3,1-1,1-1,1,0,1,2,8,3,2,1,0,12:45
02/07/2024,Marchfield,33,Cormac Ostrander,3-5,3-4,2-2,2,4,6,0,14,0,0,1,0,16:16
02/07/2024,Marchfield,,TEAM,,,,0,1,1,,,,1,,,
02/07/2024,Marchfield,,Totals,25-55,11-30,8-22,16,24,40,14,72,25,8,10,11,200
02/13/2024,Saltmarsh,11,Wendell Nkemelu,11-11,1-3,5-7,2,1,3,2,28,4,2,3,2,33:48
02/13/2024,Saltmarsh,23,Ugo Kealoha,2-4,1-2,0-3,1,4,5,1,5,3,4,2,0,24:06
02/13/2024,Saltmarsh,21,Yannick Janowski,3-8,3-3,3-3,1,2,3,2,12,2,0,0,2,23:06
02/13/2024,Saltmarsh,20,Priit Lomax,6-8,1-3,0-2,3,1,4,4,13,1,3,1,2,28:56
02/13/2024,Saltmarsh,24,Kwame Stanhope,4-11,4-5,2-2,3,4,7,1,14,3,2,2,2,24:37
02/13/2024,Saltmarsh,14,Xavier Caverly,4-1,0-0,1-2,1,0,1,2,3,0,1,1,0,11:24
02/13/2024,Saltmarsh,13,Emeka Stanhope,0-3,0-1,2-2,1,3,4,0,2,3,1,0,0,10:49
02/13/2024,Saltmarsh,52,Finn Kealoha,0-1,0-0,0-0,0,1,1,1,0,1,0,0,1,5:23
02/13/2024,Saltmarsh,40,Wendell Whitlock,2-4,0-4,2-2,1,2,3,3,6,2,3,1,1,19:21
02/13/2024,Saltmarsh,35,Dedrick Abara,0-3,0-2,0-0,1,1,2,1,0,1,0,1,0,6:50
02/13/2024,Saltmarsh,01,Tavian Caverly,2-5,1-1,0-2,2,1,3,1,5,2,1,1,1,11:40
02/13/2024,Saltmarsh,,TEAM,,,,2,4,6,,,,2,,,
02/13/2024,Saltmarsh,,Totals,31-62,11-24,15-25,18,24,42,18,88,22,19,12,11,200
02/16/2024,Harlowe,11,Wendell Nkemelu,3-15,3-6,0-2,1,5,6,4,9,2,3,1,1,32:04
02/16/2024,Harlowe,23,Ugo Kealoha,1-2,1-2,0-0,1,2,3,3,3,6,2,2,0,26:44
02/16/2024,Harlowe,21,Yannick Janowski,2-10,0-1,1-3,3,6,9,2,5,6,3,0,2,24:34
02/16/2024,Harlowe,20,Priit Lomax,0-9,0-4,4-4,1,0,1,2,4,3,2,2,1,20:30
02/16/2024,Harlowe,24,Kwame Stanhope,3-12,3-3,2-4,2,1,3,2,11,5,2,2,2,24:10
02/16/2024,Harlowe,14,Xavier Caverly,1-2,1-1,2-2,1,2,3,0,5,2,2,0,1,14:10
02/16/2024,Harlowe,13,Emeka Stanhope,3-5,1-1,2-3,0,4,4,2,9,2,1,1,1,13:48
02/16/2024,Harlowe,52,Finn Kealoha,1-1,0-0,0-0,1,1,2,1,2,0,1,0,0,5:44
02/16/2024,Harlowe,40,Wendell Whitlock,,,,,,,,,,,,,DNP
02/16/2024,Harlowe,35,Dedrick Abara,0-1,0-1,1-1,0,1,1,1,1,0,0,0,0,5:02
