MRN,Last Name,First Name,DOB,Sex,Email,Insurance,Member #,Coverage Start,Coverage End,Allergies,SSN,Problem List
204686,Escobar,Beatriz,2019-08-19,F,,Cigna,U2903782,2025-02-20,2026-05-10,,900-14-4391,
204687,Ramirez,Piotr,1995-09-10,m,piotr.ramirez@example.org,Aetna,W7454646,2024-06-08,,Penicillin; Sulfa drugs,900-39-2685,I10
204688,Yamada,Rosa,1973-12-05,F,rosa.yamada@example.com,Aetna,W1536496,2024-01-01,2025-06-22,"Latex, Penicillin",900-40-4725,
204689,Osei,Chidi,1937-06-05,m,chidi.osei@example.com,United Healthcare,93764365,2025-08-01,2027-04-02,Penicillin; Sulfa drugs,900-47-3832,E11.9; I10
204690,Novotny,Giulia,1956-02-21,F,giulia.novotny@,BCBS TX,ZGP1949925,2024-10-13,,,900-77-4386,J45.909
204691,Kowalski,Kwame,5/28/34,M,,Aetna,W8793306,2026-01-29,2024-12-06,Penicillin; Sulfa drugs,900-99-3233,E11.9
204692,Ferreira,Kwame,1967-12-19,M,kwame.ferreira@mail.example.net,Blue Cross Blue Shield of Texas,ZGP5151735,2023-02-19,,,,J45.909
204693,Marchetti,Vera,1975-11-13,F,vera.marchetti@example.org,Self Pay,,,,"Latex, Penicillin",900-55-6555,E11.9
204694,Okafor,Camila,1990-01-28,F,camila.okafor@mail.example.net,Self Pay,,,,Sulfa drugs; NSAIDs,900-67-4954,J45.909
204695,Baptiste,Emile,1952-12-04,m,emile.baptiste@mail.example.net,United Healthcare,93266911,2025-04-23,,Penicillin,900-60-2770,E11.9; I10
204696,Petrov,Julien,1943-02-09,M,julien.petrov@mail.example.net,Medicare,1EG48579447,2025-01-21,,,,
204697,Petrov,Ruben,1984-12-11,M,ruben.petrov@example.com,Cigna,U4723970,2026-03-19,,,900-37-9205,
204698,Lindqvist,Kwame,2022-10-13,m,kwame.lindqvist@example.com,AETNA,W5383753,2025-04-24,,Contrast dye; Latex,900-22-3330,E11.9
204699,Marchetti,Camila,1951-10-06,F,,Self Pay,,,,,900-12-6405,I10
204700,Vasquez,Giulia,4/23/69,F,,Aetna,W9635155,2025-01-17,,Shellfish,900-34-9738,I10
204701,Fitzgerald,Alden,10/22/23,M,,United Healthcare,98543872,2023-01-15,,,900-90-3252,E11.9; I10
204702,Castellanos,Kwame,1938-03-05,M,kwame.castellanos@mail.example.net,Humana,H6280720,2023-01-01,,,,
204703,Halvorsen,Giulia,1952-03-06,X,giulia.halvorsen@example.com,Blue Cross Blue Shield of Texas,ZGP9712854,2023-07-01,,Shellfish,,E11.9; I10
204704,Kowalski,Luz,2013-08-15,,luz.kowalski@example.com,Blue Cross Blue Shield of Texas,ZGP7217737,2024-11-11,,Penicillin,900-16-7813,
204705,Osei,Wendell,1981-01-14,M,wendell.osei@example.com,Blue Cross Blue Shield of Texas,ZGP2903282,2025-11-18,,NKDA,900-12-8480,
204706,Mbeki,Kwame,3/19/79,M,kwame.mbeki@example.com,Medicare,1EG48247173,2023-04-29,,,900-55-5361,
204707,Thorne,Anya,1953-11-25,X,anya.thorne@mail.example.net,Blue Cross Blue Shield of Texas,ZGP4639886,2025-01-26,2025-12-06,NSAIDs; Peanuts,900-79-8655,I10
204708,Okafor,Naledi,1969-08-06,F,naledi.okafor@example.com,AETNA,W7249136,2023-05-17,,NKDA,900-28-8116,I10; J45.909
204709,Sandoval,Ruben,1971-04-17,M,,Aetna,W5295788,2024-02-05,,Latex,900-14-3076,E11.9
204710,Aguilar,Alden,1988-08-13,M,alden.aguilar@mail.example.net,Humana,H4435672,2025-11-05,,Penicillin; Sulfa drugs,900-60-3376,
204711,Petrov,Julien,1967-12-12,M,julien.petrov@example.com,Aetna,W4482046,2025-10-29,,PCN,900-10-7212,E11.9
204712,Kowalski,Mateo,1959-10-11,M,mateo.kowalski@example.com,Self Pay,,,,,900-68-7281,J45.909
204713,Moreau,Mateo,1953-07-25,M,mateo.moreau@mail.example.net,Cigna,U6364153,2026-04-21,2027-05-28,Peanuts; Shellfish,900-72-7272,I10
204714,Ridley,Ines,2002-12-21,F,ines.ridley@example.com,United Healthcare,97836239,2026-05-02,,Contrast dye; Latex,900-55-8309,
204715,Bergstrom,Adriana,1936-05-28,f,adriana.bergstrom@example.com,Medicare,1EG41184676,2026-02-11,,,,E11.9
204716,Vasquez,Sigrid,1939-12-19,Female,sigrid.vasquez@example.com,Humana,H9601834,2023-04-27,,Latex,900-89-5984,I10
204717,Ferreira,Piotr,1968-05-08,MALE,piotr.ferreira@example.com,BCBS TX,ZGP3038059,2024-11-28,,NSAIDs; Peanuts,900-19-2014,I10
204718,Thorne,Anya,1990-09-29,F,,Blue Cross Blue Shield of Texas,ZGP5651811,2024-12-14,,Penicillin; Sulfa drugs,900-24-7744,
204719,Aguilar,Adriana,1948-05-30,F,adriana.aguilar@mail.example.net,Blue Cross Blue Shield of Texas,ZGP7682512,2025-02-06,2025-08-27,Contrast dye; Latex,900-52-3740,E11.9; I10
204720,Okafor,Emile,8/28/98,M,,Blue Cross Blue Shield of Texas,ZGP9159752,2023-03-19,,NSAIDs; Peanuts,900-73-2552,E11.9; I10
204721,Novotny,Ines,1934-01-19,Female,ines.novotny@example.com,BCBS TX,ZGP7159607,2024-12-12,,Penicillin; Sulfa drugs,900-42-8155,I10
204722,Whitfield,Piotr,1993-07-20,M,piotr.whitfield@example.com,Blue Cross Blue Shield of Texas,ZGP2213551,2023-06-24,,Shellfish,900-75-2301,E11.9; I10; J45.909
204723,Yamada,Alden,1962-09-20,M,alden.yamada@example.com,Cigna,U3558542,2024-03-27,,Peanuts; Shellfish,,E11.9; I10; J45.909
204724,Alvarez,Wendell,1976-08-19,M,wendell.alvarez@example.com,Cigna,U2427590,2024-04-01,,PCN,900-46-8495,E11.9
204725,Ferreira,Adriana,1977-09-29,F,,Medicare,1EG46979207,2025-09-02,,,900-91-5881,I10; J45.909
204726,Kowalski,Chidi,2024-05-11,m,chidi.kowalski@example.com,BCBS TX,ZGP1023991,2023-03-18,,NKDA,900-91-4588,I10; J45.909
204727,Yamada,Beatriz,1991-04-05,F,beatriz.yamada@mail.example.net,Self Pay,,,,NSAIDs; Peanuts,900-58-7685,E11.9; I10
204728,Ridley,Margot,2016-02-14,F,margot.ridley@example.com,BCBS TX,ZGP8474167,2024-05-12,,Penicillin; Sulfa drugs,900-52-2781,J45.909
204729,Vasquez,Vera,2022-05-26,F,vera.vasquez@example.com,Blue Cross Blue Shield of Texas,ZGP2173169,2025-06-06,,,,I10
204730,Baptiste,Camila,9/4/77,U,camila.baptiste@mail.example.net,UHC,93450720,2023-05-07,,Latex,900-75-7667,J45.909
204731,Novotny,Ines,1993-12-17,X,,Humana,H8741155,2023-04-15,2021-09-07,"Latex, Penicillin",900-91-1796,I10
204732,Whitfield,Chidi,2004-09-18,M,chidi.whitfield@mail.example.net,United Healthcare,93516490,2024-10-20,2025-03-26,Contrast dye; Latex,900-65-1265,I10
204733,Yamada,Beatriz,1988-02-04,Female,beatriz.yamada@mail.example.net,UHC,94621247,2025-06-28,,NKDA,900-31-7868,
204734,Marchetti,Cordelia,1935-01-18,F,cordelia.marchetti@example.com,Cigna,U2657743,2023-02-04,,,900-15-3516,E11.9
204735,Ramirez,Chidi,1933-12-23,M,chidi.ramirez@example.com,Aetna,W6005274,2024-02-11,,Sulfa drugs; NSAIDs,900-94-4785,E11.9
204736,Achebe,Nora,3/15/07,F,nora.achebe@mail.example.net,Humana,H7469225,2023-05-31,,,900-34-6224,
204737,Okafor,Emile,10/29/67,M,,United Healthcare,92005233,2023-01-03,2023-05-11,NKDA,900-91-4225,
204738,Ramirez,Emile,1947-07-17,M,emile.ramirez@example.com,United Healthcare,92334620,2023-12-25,,Peanuts; Shellfish,,I10
204739,Escobar,Piotr,2023-07-27,M,piotr.escobar@example.com,United Healthcare,92660191,2024-02-29,,NSAIDs; Peanuts,,J45.909
204740,Okafor,Margot,2002-06-15,F,,BCBS TX,ZGP7189959,2026-05-17,,Peanuts; Shellfish,900-13-2316,J45.909
204741,Yamada,Margot,1983-02-13,F,margot.yamada@example.com,United Healthcare,98548602,2024-04-02,,Penicillin,900-72-4360,J45.909
204742,Novotny,Thanh,1993-11-07,F,thanh.novotny@example.com,Cigna,U8659787,2024-09-17,,Latex,900-43-5231,
204743,Yamada,Thanh,1993-12-20,F,,BCBS TX,ZGP4465088,2023-05-14,,Latex,900-85-5939,I10
204744,Fitzgerald,Mateo,4/27/21,M,mateo.fitzgerald@example.org,Medicare,1EG46613490,2025-04-10,,Penicillin; Sulfa drugs,900-66-2272,I10
204745,Okafor,Anya,2021-01-08,F,anya.okafor@mail.example.net,Aetna,W5167621,2026-01-12,2027-11-05,Peanuts; Shellfish,900-54-1776,J45.909
204746,Ionescu,Luz,1986-07-15,X,luz.ionescu@example.com,Self Pay,,,,Peanuts; Shellfish,900-87-2723,E11.9
204747,Mbeki,Femi,7/15/05,m,femi.mbeki@example.org,Blue Cross Blue Shield of Texas,ZGP6419195,2023-05-30,,NSAIDs; Peanuts,900-91-2394,
204748,Ridley,Everett,1995-06-04,m,everett.ridley@example.com,Blue Cross Blue Shield of Texas,ZGP2058390,2023-08-07,,Shellfish,900-46-9820,E11.9; I10
204749,Moreau,Emile,1962-04-09,M,emile.moreau@example.com,Humana,H9251935,2023-05-16,,NKDA,900-86-3206,
204750,Yamada,Sigrid,1955-01-05,Female,sigrid.yamada@example.com,Cigna,U4387325,2023-12-17,2025-11-05,Penicillin; Peanuts; Latex,900-15-8058,E11.9; I10
204751,Ridley,Julien,1/8/32,M,julien.ridley@example.org,UHC,92718172,2024-12-25,,Latex,900-40-9965,
204752,Aguilar,Ximena,1962-12-23,F,,Aetna,W7439599,2025-07-28,,Peanuts; Shellfish,900-47-4134,I10
204753,Whitfield,Haruki,1949-01-20,M,,BCBS TX,ZGP5179941,2024-06-12,,,900-14-3785,J45.909
204754,Whitfield,Naledi,1982-10-04,F,,United Healthcare,97912628,2026-06-25,2026-08-09,,900-66-7432,I10
204755,Okafor,Haruki,1958-02-22,MALE,haruki.okafor@example.com,Aetna,W5446960,2026-06-02,,NKDA,900-64-4008,E11.9; I10
204756,Aguilar,Margot,1979-01-17,F,margot.aguilar@example.com,AETNA,W4535424,2025-07-15,2025-01-03,Peanuts; Shellfish,900-36-5232,
204757,Ramirez,Giulia,1933-12-12,F,,Self Pay,,,,,,
204758,Novotny,Margot,1945-09-27,Female,margot.novotny@mail.example.net,Medicare,1EG46815758,2026-01-17,,Sulfa drugs; NSAIDs,900-26-8061,
204759,Halvorsen,Luz,7/13/63,F,luz.halvorsen@example.com,UHC,96919492,2023-09-04,2024-03-05,,900-20-3758,I10; J45.909
204760,Ferreira,Ximena,1994-05-17,F,,Blue Cross Blue Shield of Texas,ZGP4255241,2026-03-11,,Penicillin; Sulfa drugs,,E11.9
204761,Delacroix,Bjorn,1990-04-04,M,bjorn.delacroix@example.com,Blue Cross Blue Shield of Texas,ZGP2049727,2025-09-03,,NKDA,900-31-1233,
204762,Ridley,Julien,1968-11-24,M,julien.ridley@example.com,Aetna,W3933884,2024-09-19,,,900-85-3611,E11.9
204763,Nguyen,Rosa,1997-07-31,Female,,Aetna,W7867274,2023-10-10,,,900-27-1858,
204764,Petrov,Naledi,1978-04-29,Female,naledi.petrov@,United Healthcare,95439807,2026-02-16,,,900-55-7223,
204765,Kowalski,Haruki,1957-06-14,MALE,haruki.kowalski@mail.example.net,Blue Cross Blue Shield of Texas,ZGP5958229,2023-03-18,,Penicillin,900-46-7979,
204766,Halvorsen,Elsa,8/23/70,F,elsa.halvorsen@example.com,UHC,95633538,2025-08-27,,,900-83-4022,I10
204767,Ridley,Rosa,2013-04-17,F,rosa.ridley@example.com,United Healthcare,99059042,2024-09-08,,Peanuts; Shellfish,,J45.909
204768,Kowalski,Nora,11/2/39,F,nora.kowalski@example.com,BCBS TX,ZGP7046268,2023-01-21,,Peanuts; Shellfish,900-69-2207,
204769,Baptiste,Wendell,1979-11-17,M,wendell.baptiste@mail.example.net,Self Pay,,,,NKDA,900-57-2852,E11.9
204770,Lindqvist,Kwame,1992-08-11,M,kwame.lindqvist@,Aetna,W6032562,2024-09-22,,,900-29-9475,E11.9
204771,Yamada,Adriana,1963-07-12,U,adriana.yamada@mail.example.net,Blue Cross Blue Shield of Texas,ZGP8843970,2023-03-13,,Latex,900-80-1461,E11.9; I10
204772,Halvorsen,Bjorn,1975-12-27,M,bjorn.halvorsen@example.com,Aetna,W4900349,2023-03-20,,Penicillin; Sulfa drugs,900-78-2338,
204773,Hollis,Everett,5/7/17,m,everett.hollis@mail.example.net,Aetna,W3937253,2023-04-01,,,900-98-8978,I10
204774,Nguyen,Bjorn,1981-01-29,M,,Cigna,U9971897,2023-01-08,,NKDA,900-76-6112,E11.9; I10
204775,Achebe,Ruben,1982-12-19,MALE,ruben.achebe@example.org,BCBS TX,ZGP2628632,2024-05-25,,Contrast dye; Latex,900-53-6781,E11.9
204776,Vasquez,Rosa,1960-05-03,F,rosa.vasquez@,Aetna,W8669217,2025-08-18,,Latex,900-66-3573,J45.909
204777,Vasquez,Margot,1955-05-29,F,margot.vasquez@example.org,Aetna,W9143604,2023-02-02,,NKDA,900-87-8856,E11.9
204778,Achebe,Bjorn,2008-09-11,M,bjorn.achebe@example.com,Cigna,U6859500,2024-08-27,,,900-88-8986,
204779,Ionescu,Anya,1993-09-09,F,,Blue Cross Blue Shield of Texas,ZGP6232784,2025-10-10,,Peanuts; Shellfish,900-73-3365,E11.9
204780,Halvorsen,Haruki,1997-06-05,M,haruki.halvorsen@example.org,BCBS TX,ZGP7007533,2025-10-02,,NKDA,900-62-2997,E11.9
204781,Vasquez,Anya,1992-01-24,Female,anya.vasquez@example.com,Cigna,U4233569,2026-03-16,,Penicillin; Sulfa drugs,900-56-2499,
204782,Yamada,Camila,1942-02-11,F,camila.yamada@mail.example.net,United Healthcare,95764529,2025-07-30,,Peanuts; Shellfish,900-37-7512,I10
204783,Aguilar,Rosa,1944-01-29,F,,Blue Cross Blue Shield of Texas,ZGP1428438,2023-11-27,,Contrast dye; Latex,900-59-8087,
204784,Petrov,Piotr,1988-03-31,M,piotr.petrov@example.com,United Healthcare,91797148,2025-07-08,,NKDA,900-54-4775,I10
204785,Novotny,Piotr,2000-10-22,M,piotr.novotny@mail.example.net,United Healthcare,95713475,2023-01-31,2023-10-23,,900-48-8041,
204786,Novotny,Giulia,1940-01-07,F,,United Healthcare,91934218,2023-01-22,,,900-19-4018,E11.9
204787,Castellanos,Piotr,2013-04-15,M,piotr.castellanos@example.com,United Healthcare,95325054,2025-11-29,2026-08-22,,900-68-1880,
204788,Okafor,Wendell,1982-04-07,M,,AETNA,W1830930,2023-09-10,,,900-46-1004,
204789,Vasquez,Luz,1991-04-01,F,luz.vasquez@,Blue Cross Blue Shield of Texas,ZGP5782499,2025-10-18,,,900-60-7915,J45.909
204790,Ferreira,Anya,1950-10-28,F,,Medicare,1EG49703542,2024-04-19,,Penicillin,900-66-9749,
204791,Vasquez,Ximena,6/7/65,F,ximena.vasquez@example.com,United Healthcare,93955636,2023-03-22,,Sulfa drugs; NSAIDs,900-43-8979,I10
204792,Ferreira,Rosa,1994-01-05,F,rosa.ferreira@example.com,United Healthcare,93138523,2025-08-11,,Contrast dye; Latex,900-13-1320,E11.9
204793,Moreau,Giulia,1963-04-06,Female,giulia.moreau@example.com,Self Pay,,,,PCN,900-20-5117,
204794,Aguilar,Alden,1944-08-10,M,alden.aguilar@mail.example.net,Cigna,U7911583,2024-07-20,,Latex,900-21-6845,I10; J45.909
204795,Alvarez,Thanh,1980-05-28,F,,Cigna,U3490939,2023-09-15,,Penicillin,900-65-5910,
204796,Vasquez,Margot,2006-08-03,F,margot.vasquez@example.org,Medicare,1EG44293277,2025-12-09,,,900-83-1909,E11.9; I10
204797,Bergstrom,Vera,1933-06-28,f,vera.bergstrom@mail.example.net,Medicare,1EG46413275,2024-07-10,,,900-14-5100,I10
204798,Ferreira,Julien,1965-01-27,MALE,julien.ferreira@mail.example.net,Medicare,1EG45556132,2023-11-11,,,900-11-6465,I10; J45.909
204799,Ramirez,Emile,1959-12-18,M,emile.ramirez@mail.example.net,Aetna,W4091324,2024-12-09,,NKDA,900-96-4255,J45.909
204800,Bergstrom,Bjorn,1959-12-01,M,,Cigna,U9416766,2026-05-04,,Shellfish,900-26-4840,I10
204801,Yamada,Haruki,1936-02-02,M,haruki.yamada@example.com,Aetna,W1883620,2023-11-22,,Sulfa drugs; NSAIDs,900-38-4337,E11.9; I10; J45.909
204802,Aguilar,Everett,1980-10-17,M,everett.aguilar@example.com,Cigna,U7048769,2023-12-19,2024-04-12,Penicillin; Sulfa drugs,,E11.9
204803,Nguyen,Beatriz,9/18/08,Female,beatriz.nguyen@mail.example.net,Blue Cross Blue Shield of Texas,ZGP8539849,2024-07-15,,NKDA,900-72-2804,E11.9; I10; J45.909
204804,Osei,Vera,12/9/50,F,vera.osei@example.com,Aetna,W8603272,2024-03-04,,,900-87-7665,I10
204805,Delacroix,Ines,1960-02-29,Female,ines.delacroix@example.com,Humana,H7952738,2024-08-16,,"Latex, Penicillin",900-29-8257,I10
204806,Halvorsen,Piotr,1955-11-14,M,piotr.halvorsen@mail.example.net,Aetna,W9173963,2024-11-29,,,900-14-4569,I10
204807,Ridley,Femi,1959-01-02,M,femi.ridley@example.com,Self Pay,,,,,900-17-7367,E11.9
204808,Ridley,Chidi,1997-11-13,M,chidi.ridley@example.com,Medicare,1EG43065950,2024-07-21,,Penicillin; Sulfa drugs,900-11-3403,E11.9; I10; J45.909
204809,Alvarez,Piotr,5/13/88,m,piotr.alvarez@example.com,Blue Cross Blue Shield of Texas,ZGP5744411,2024-03-24,,NKDA,,I10; J45.909
204810,Osei,Anya,1954-01-19,f,anya.osei@example.com,Blue Cross Blue Shield of Texas,ZGP4028394,2024-07-13,2025-05-11,Peanuts; Shellfish,900-88-7441,E11.9; I10
204811,Halvorsen,Chidi,2013-09-20,M,chidi.halvorsen@example.com,United Healthcare,92203668,2025-09-19,,Penicillin; Sulfa drugs,900-20-7879,
204812,Achebe,Mateo,11/23/54,X,mateo.achebe@example.com,United Healthcare,95014363,2025-05-09,,,900-20-2973,E11.9
204813,Novotny,Haruki,1975-05-12,MALE,haruki.novotny@example.com,Self Pay,,,,NKDA,900-91-2609,E11.9; I10; J45.909
204814,Baptiste,Giulia,8/25/03,F,giulia.baptiste@example.com,BCBS TX,ZGP9150724,2023-06-17,,Penicillin,900-28-7430,E11.9; I10
204815,Novotny,Ximena,6/9/55,F,,Medicare,1EG43518120,2024-11-20,,Penicillin; Sulfa drugs,900-52-2915,I10; J45.909
204816,Thorne,Chidi,8/7/05,m,,United Healthcare,93714747,2025-01-03,,,900-68-1208,I10; J45.909
204817,Nguyen,Kwame,7/19/11,M,kwame.nguyen@example.com,Cigna,U7872404,2024-03-31,,,900-32-2932,E11.9; I10
204818,Petrov,Thanh,1957-04-16,Female,,Self Pay,,,,,900-81-3122,J45.909
204819,Okafor,Naledi,10/11/59,F,naledi.okafor@example.com,Blue Cross Blue Shield of Texas,ZGP6114925,2024-09-09,2026-06-14,Shellfish,900-75-1738,I10
204820,Achebe,Luz,1950-04-22,Female,luz.achebe@example.com,Humana,H3433113,2026-01-14,,Penicillin,900-54-7461,I10
204821,Osei,Emile,1938-06-10,M,emile.osei@example.com,United Healthcare,92837821,2024-01-27,2023-08-16,NSAIDs; Peanuts,900-52-5908,E11.9
204822,Ramirez,Chidi,1947-07-18,M,chidi.ramirez@example.com,Humana,H6925258,2024-11-26,,,900-68-7691,
204823,Bergstrom,Sigrid,1943-09-20,Female,sigrid.bergstrom@example.com,Medicare,1EG42060656,2024-07-14,,Penicillin; Sulfa drugs,900-23-2109,E11.9
204824,Hollis,Ximena,1992-11-19,f,ximena.hollis@example.com,AETNA,W1190601,2024-01-29,,Penicillin; Sulfa drugs,,E11.9
204825,Achebe,Margot,2011-10-09,F,margot.achebe@mail.example.net,Blue Cross Blue Shield of Texas,ZGP9247647,2023-08-15,,Penicillin; Sulfa drugs,900-15-6500,E11.9; I10
204826,Okafor,Everett,1947-09-29,M,everett.okafor@example.com,Cigna,U7986211,2025-08-26,,PCN,900-25-7596,J45.909
204827,Achebe,Haruki,11/6/76,M,haruki.achebe@example.com,Self Pay,,,,NKDA,900-80-4015,E11.9
204828,Thorne,Rosa,1979-08-23,Non-binary,rosa.thorne@example.com,Medicare,1EG48414861,2026-06-09,2026-09-24,NKDA,900-68-3024,
204829,Ferreira,Chidi,1970-06-02,M,,UHC,98851269,2025-04-14,,Penicillin; Peanuts; Latex,900-61-8294,E11.9; I10
204830,Marchetti,Emile,1946-11-01,M,emile.marchetti@example.com,BCBS TX,ZGP3335944,2025-03-03,,NKDA,900-38-1856,I10
204831,Ramirez,Adriana,1978-11-03,F,,United Healthcare,95918083,2024-11-27,,Penicillin,900-71-1766,
204832,Yamada,Nora,1947-03-10,F,nora.yamada@mail.example.net,Medicare,1EG46083490,2025-05-30,2026-10-21,,900-81-5712,E11.9
204833,Delacroix,Piotr,1994-03-29,M,piotr.delacroix@mail.example.net,Cigna,U9949560,2024-04-09,,Penicillin,900-60-2107,
204834,Castellanos,Femi,11/15/42,M,femi.castellanos@mail.example.net,Medicare,1EG43841559,2025-05-24,,Penicillin,900-99-1653,J45.909
204835,Ridley,Vera,1932-04-04,F,vera.ridley@mail.example.net,Medicare,1EG41029557,2024-08-25,,NKDA,900-90-3948,
204836,Castellanos,Haruki,5/9/47,M,haruki.castellanos@mail.example.net,Medicare,1EG44071042,2023-06-19,,Penicillin; Sulfa drugs,900-34-9453,J45.909
204837,Osei,Vera,1958-08-08,F,vera.osei@mail.example.net,Self Pay,,,,NKDA,900-16-2461,E11.9; I10
204838,Delacroix,Rosa,1937-12-20,f,rosa.delacroix@example.com,Cigna,U7699634,2024-08-23,,,900-10-6310,I10
204839,Delacroix,Cordelia,1973-11-08,U,cordelia.delacroix@example.com,United Healthcare,95089477,2023-10-04,,Penicillin; Sulfa drugs,900-83-9674,E11.9; I10
204840,Ridley,Cordelia,1970-03-12,F,cordelia.ridley@example.com,Medicare,1EG49707330,2026-01-04,,Peanuts; Shellfish,,J45.909
204841,Kowalski,Ruben,1988-11-15,M,ruben.kowalski@example.org,Medicare,1EG45903989,2023-03-15,,NKDA,900-55-4747,
204842,Hollis,Mateo,1970-03-28,M,mateo.hollis@example.org,Cigna,U3514594,2025-01-25,,Penicillin,900-63-8509,J45.909
204843,Lindqvist,Elsa,2011-08-28,F,elsa.lindqvist@mail.example.net,Blue Cross Blue Shield of Texas,ZGP1248589,2025-05-30,,Penicillin,,E11.9
204844,Mbeki,Luz,1988-10-05,F,luz.mbeki@mail.example.net,Self Pay,,,,Latex,900-91-7632,
204845,Baptiste,Everett,1988-11-28,M,everett.baptiste@example.com,Self Pay,,,,Penicillin; Sulfa drugs,900-98-9215,
204846,Fitzgerald,Sigrid,2021-11-05,F,,BCBS TX,ZGP4525722,2023-04-05,,Peanuts; Shellfish,900-44-2341,I10
204847,Sandoval,Haruki,1935-10-31,M,haruki.sandoval@example.org,Aetna,W9108986,2025-01-02,2026-11-23,,900-80-8439,
204848,Vasquez,Haruki,1961-12-25,m,haruki.vasquez@mail.example.net,Aetna,W4302527,2025-03-11,2026-02-05,,900-63-3055,E11.9; I10
204849,Sandoval,Camila,1961-05-15,F,camila.sandoval@example.com,Humana,H4645837,2025-08-02,2024-10-27,NKDA,,
204850,Moreau,Chidi,1991-08-22,M,chidi.moreau@example.org,Blue Cross Blue Shield of Texas,ZGP8513285,2024-07-09,,Shellfish,900-29-6409,
204851,Nguyen,Beatriz,1966-09-16,F,beatriz.nguyen@example.org,Cigna,U5099246,2026-06-16,,,900-61-4300,
204852,Baptiste,Ximena,1993-01-05,F,ximena.baptiste@mail.example.net,BCBS TX,ZGP4561478,2024-08-17,,Peanuts; Shellfish,900-95-9729,J45.909
204853,Castellanos,Ruben,11/14/05,MALE,ruben.castellanos@example.com,Aetna,W9758609,2024-10-02,,,900-15-6362,J45.909
204854,Mbeki,Ximena,10/28/93,F,ximena.mbeki@example.com,Blue Cross Blue Shield of Texas,ZGP6460517,2026-05-09,,,900-34-4257,I10
204855,Ferreira,Piotr,1985-10-14,M,piotr.ferreira@example.org,Cigna,U6015206,2025-02-16,,Penicillin,900-48-1185,
204856,Mbeki,Elsa,2020-06-05,Female,,United Healthcare,99384646,2024-02-23,,,900-48-7007,E11.9; I10
204857,Moreau,Anya,1935-12-26,f,anya.moreau@example.com,Self Pay,,,,NKDA,900-67-2965,E11.9
204858,Delacroix,Sigrid,1934-01-07,F,sigrid.delacroix@mail.example.net,United Healthcare,97321509,2026-05-02,,Sulfa drugs; NSAIDs,900-39-9554,E11.9
204859,Mbeki,Everett,2/10/08,M,everett.mbeki@example.com,UHC,99707975,2025-11-09,,,900-37-6217,I10
204860,Vasquez,Adriana,2018-06-16,F,,Cigna,U6650312,2023-07-13,,Penicillin,900-96-6223,I10
204861,Hollis,Haruki,1954-09-13,M,haruki.hollis@example.org,BCBS TX,ZGP9858682,2025-07-10,,,900-26-9599,E11.9
204862,Halvorsen,Femi,1952-01-26,M,femi.halvorsen@example.com,Aetna,W5523245,2025-10-29,,Penicillin; Sulfa drugs,900-21-6200,I10
204863,Yamada,Kwame,2014-03-10,MALE,kwame.yamada@example.com,Cigna,U3502762,2026-01-27,,Penicillin; Peanuts; Latex,900-72-8078,E11.9; I10
204864,Moreau,Sigrid,1958-03-01,Female,sigrid.moreau@example.com,AETNA,W3883388,2026-02-12,,,900-35-7662,
204865,Okafor,Ximena,1933-04-28,F,ximena.okafor@mail.example.net,Medicare,1EG44885238,2024-10-30,,Penicillin,900-17-2757,I10; J45.909
204866,Osei,Margot,2023-02-10,f,margot.osei@example.com,Medicare,1EG44933842,2023-10-11,,,900-83-8500,E11.9; I10
204867,Mbeki,Everett,1977-07-06,M,everett.mbeki@example.com,UHC,92927285,2025-03-14,,Penicillin,900-33-2194,E11.9
204868,Castellanos,Ruben,2020-05-06,MALE,ruben.castellanos@mail.example.net,United Healthcare,98043251,2025-01-10,,,900-34-6178,I10
204869,Ridley,Rosa,1932-01-12,f,rosa.ridley@mail.example.net,Cigna,U1748728,2025-07-31,,NSAIDs; Peanuts,900-77-1016,I10
204870,Fitzgerald,Nora,1990-01-26,F,nora.fitzgerald@example.com,BCBS TX,ZGP8537303,2025-12-28,,NKDA,,E11.9; I10; J45.909
204871,Novotny,Kwame,1996-02-21,MALE,kwame.novotny@example.com,Medicare,1EG45502620,2025-05-14,2027-04-13,,900-79-5932,E11.9
204872,Bergstrom,Adriana,1947-02-21,F,adriana.bergstrom@mail.example.net,BCBS TX,ZGP6923605,2023-02-07,2023-08-20,Penicillin; Sulfa drugs,900-88-2239,I10
