Policy Number,Trans Code,Trans Date,Policy Eff Date,Policy Exp Date,LOB Code,Policy Holder Name,Carrier,Bill Type,Premium,Comm Percent,Comm Amount,Producer Code
NS-268979,Renew,2024-08-27,2024-09-05,2025-03-06,PAUTO,Bartholomew Thorne,Northgate Specialty,Direct,3547.59,,425.71,GBY-06
VN413107115,Endorsement,2024-08-27,2024-08-18,2024-11-23,GL,Fairweather Foundry,VALEBROOK NATL,DB,452.89,15,67.93,TRW-02
SFM60462661,PCH,2024-08-27,2024-08-25,2025-06-02,PPA,Amara Castellanos,Stanwick Fire and Marine,DIRECT BILL,-287.29,12,-$34.47,
PI-9706615,REN,2024-08-28,2024-09-09,2025-09-09,WORK,"Petrossian Plumbing & Heating, Co",Pelham Indemnity,Agency Bill,31915.3,0.1,"3,191.53",GBY-22
AM-35656160,XLC,2024-08-28,2024-08-19,,WORKERS COMPENSATION,"Boyne Auto Body, Ltd",ARDSLEY MUTUAL INS CO,A,"-9,525.30",10%,-952.53,HFN-04
AM-42643776,N/B,2024-08-28,2024-08-28,08/28/2025,General Liability,"Ferraro Welding, LLC",Ardsley Mut,Agency Bill,16438.46,12.5,2054.81,TRW-02
KC0608394,Endorsement,2024-08-29,2024-08-26,2025-01-14,HOME,Emeric Petrakis,Kemwood Casualty,DIRECT BILL,-489.3,12,-58.72,TRW-02
KC1275683,Endorsement,2024-08-30,08/27/2024,,PPA,Noor Okonkwo,Kemwood Casualty,D,-147.59,17.5,-25.83,MCL-15
PI-1529510,NEW,2024-08-30,2024-09-05,2025-09-05,PAUTO,Osman Nakagawa,Pelham Indemnity Group,Direct,1750.91,15,262.64,GBY-06
SFM22128484,N/B,2024-08-30,09/10/2024,2025-09-10,Workers Comp,"Trask Welding, Corp",Stanwick Fire and Marine,Agency,"$60,295.21",15,9044.28,HFN-04
VN369549786,END,2024-08-30,08/24/2024,,PPA,Beatriz Nakagawa,Valebrook National,D,594.63,20,118.93,MCL-15
AM-46204926,Reinstate,2024-08-30,2024-08-28,2024-12-02,Auto,Josefa Vasquez,ARDSLEY MUTUAL INS CO,D,1607.74,15,241.16,TRW-02
SFM90223197,NBS,2024-08-31,2024-09-07,2025-09-07,UMBR,"Whitcomb Contracting, LLC",Stanwick Fire & Marine,Agency Bill,"42,658.70",10,4265.87,TRW-08
SFM09679669,New Business,2024-08-31,2024-09-13,2025-09-13,WORK,"Kowalczyk Plumbing & Heating, LLC",Stanwick Fire and Marine,AGENCY BILL,"$54,918.82",17.5,"$9,610.79",MCL-01
KC8338915,NBS,2024-08-31,2024-09-07,2025-03-08,HOME,Ingrid Rasmussen,Kemwood,Direct,2819.02,15%,$422.85,GBY-06
AM-83900656,PCH,2024-09-01,2024-08-23,05/27/2025,WORK,RENNICK ROOFING CORP,Ardsley Mutual Insurance Company,AB,1079.6,.12,129.55,MCL-15
KC7435476,NBS,2024-09-01,2024-09-15,2025-09-15,CAUTO,DUPREE EXCAVATING CO,Kemwood Casualty,Agency Bill,"32,414.81",12,"$3,889.78",TRW-02
AM-96774600,NBS,2024-09-02,2024-09-04,2025-09-04,HO3,Ingrid Halloran,Ardsley Mutual Insurance Company,Direct,3298.63,15,494.79,HFN-04
VN252744419,RWL,2024-09-02,09/13/2024,2025-09-13,Workers Comp,FAIRWEATHER CABINETRY,VALEBROOK NATL,Direct Bill,40975.94,,8195.19,MCL-15
KC9425453,Renew,2024-09-02,2024-09-19,2025-09-19,GL,"Wexler Contracting, Ltd",Kemwood,Direct Bill,"$18,883.19",10,1888.32,GBY-06
KC7642226,PCH,2024-09-03,2024-09-03,,Gen Liab,ASHBY FREIGHT CO,Kemwood Casualty,A,"-2,109.48",20,-421.90,MCL-15
PI-7596983,Endorsement,2024-09-03,2024-08-28,2024-11-24,Commercial Property,OSTRANDER FREIGHT LLC,Pelham Indemnity Group,AB,3566.11,0.15,534.92,HFN-11
SFM60462661,PCH,2024-09-03,08/31/2024,2025-06-02,PPA,Amara Castellanos,STANWICK F&M,D,-103.74,12,-12.45,
SFM43950006,Endorsement,2024-09-04,2024-09-02,2025-08-04,CGL,"Whitcomb Printing, Corp",STANWICK F&M,Direct,996.29,15,149.44,GBY-22
NS-559240,PCH,2024-09-05,2024-08-28,2025-08-17,CAUTO,"Fairweather Auto Body, Corp",Northgate Specialty Lines,AB,"$9,145.70",,1600.5,TRW-08
PI-8772918,XLC,2024-09-05,2024-08-30,,GL,"Bramble Contracting, Ltd",Pelham Indemnity,Direct Bill,"-$26,407.72",12,-3168.93,GBY-22
SFM71459312,endorsement,2024-09-06,2024-08-31,2025-05-19,Umbrella,Tolliver Electrical,Stanwick F & M,A,"6,827.58",12.5,853.45,MCL-15
NS-291136,PCH,2024-09-07,08/30/2024,,General Liability,"Rennick Millwork, LLC",Northgate Specialty,A,"$3,477.09",12.5,434.64,
VN451339954,New Business,2024-09-07,2024-09-10,2025-09-10,WORK,"Whitcomb Bakery, LLC",Valebrook National,DB,"$51,376.79",15,"7,706.52",TRW-02
KC9864090,Endorsement,2024-09-07,08/29/2024,2025-06-09,Auto,"Delacroix Auto Body, LLC",Kemwood Casualty,D,9758.2,.15,1463.73,HFN-11
AM-28743124,NBS,2024-09-10,2024-09-21,2025-09-21,PROP,"Delacroix Cabinetry, Co",Ardsley Mutual Insurance Company,A,28995.04,12,3479.4,MCL-01
PI-9580827,END,2024-09-10,2024-09-06,,General Liability,Underhill Dairy,PELHAM IND,AGENCY BILL,-504.17,,-50.42,GBY-22
SFM91793064,RWL,2024-09-10,2024-09-22,2025-09-22,UMBR,KOWALCZYK CABINETRY LLC,Stanwick Fire & Marine,D,"$72,138.64",15,10820.8,TRW-02
AM-74611821,Cancel,2024-09-11,2024-09-03,,UMB,"Calloway Excavating, LLC",Ardsley Mutual,DB,-7209.72,12%,-865.17,GBY-06
KC6426632,New Business,2024-09-11,09/26/2024,2025-09-26,Commercial Property,"Kessler Machine Works, LLC",Kemwood Casualty,A,46022.88,,"5,522.75",
NS-293415,XLC,2024-09-11,2024-09-10,,PROP,"Kowalczyk Millwork, Corp",NORTHGATE SPEC,A,"-2,358.38",.1,-235.84,
KC2365092,PCH,2024-09-12,2024-09-07,,Commercial Auto,"Wexler Printing, Inc",Kemwood,A,5330.34,.15,799.55,TRW-08
PI-3926801,NBS,2024-09-14,2024-10-02,10/02/2025,GL,"Kowalczyk Freight, Corp",PELHAM IND,A,"$10,744.50",15,1611.68,HFN-04
AM-24526118,PCH,2024-09-14,2024-09-05,2024-11-26,Comm Prop,"Delacroix Freight, Co",ardsley mutual,A,108.52,,10.85,HFN-11
SFM59317951,PCH,2024-09-14,2024-09-05,2025-06-15,UMBR,"Calloway Excavating, LLC",Stanwick Fire and Marine,A,"$9,015.65",0.15,"1,352.35",HFN-11
NS-615588,AUD,2024-09-15,2024-05-21,,WORK,"Marchetti Welding, Corp",NORTHGATE SPEC,Agency,"2,215.65",.125,$276.96,GBY-22
AM-44597277,Cancellation,2024-09-15,09/03/2024,,Comm Auto,"Renfro Printing, LLC",ARDSLEY MUTUAL INS CO,A,"-11,309.77",0.1,"-$1,130.98",MCL-15
AM-02158373,NBS,2024-09-15,09/26/2024,2025-09-26,Comm Prop,TOLLIVER CONTRACTING LLC,Ardsley Mut,D,58725.43,10,5872.54,TRW-02
AM-41923973,New Business,2024-09-16,2024-10-02,10/02/2025,Commercial Property,"Boyne Haulage, LLC",ardsley mutual,DB,"$12,621.34",12.5,"1,577.67",GBY-22
NS-107783,New Business,2024-09-16,10/04/2024,2025-10-04,Workers Comp,"Calloway Millwork, Ltd",Northgate Specialty,Agency,"13,154.45",,1973.17,HFN-04
PI-9330633,Renew,2024-09-16,2024-09-25,09/25/2025,Auto,"Wojcik, Vidal",Pelham Indemnity,DIRECT BILL,1109.3,15,166.4,GBY-22
SFM32839916,Policy Change,2024-09-17,2024-09-11,2024-11-13,Commercial Property,DELACROIX ROOFING CO,Valebrook National,Direct,-$263.37,15,-39.51,GBY-22
PI-3312302,Endorsement,2024-09-17,2024-09-11,,HO,Priya Nakagawa,Pelham Indemnity Group,D,72.58,15,$10.89,TRW-02
KC4204142,Endorsement,2024-09-17,2024-09-13,2025-03-07,Commercial Property,"Renfro Fabrication, Co",Kemwood Casualty,DB,4867.27,20,973.45,TRW-02
NS-003175,Cancellation,2024-09-17,2024-09-14,,WC,"Halvorsen Plumbing & Heating, Corp",NORTHGATE SPEC,D,-14818.72,12.5%,-1852.34,GBY-22
NS-914183,NBS,2024-09-18,2024-10-02,2025-10-02,WORKERS COMPENSATION,Arbogast Cold Storage,Northgate Specialty,A,"$37,314.73",17.5,6530.08,HFN-04
PI-7061165,Endorsement,2024-09-18,2024-09-09,2025-06-13,Comm Prop,"Bramble Dairy, Co",PELHAM IND,Agency Bill,"-$3,549.86",10,-$354.99,HFN-04
PI-3114105,PCH,2024-09-18,09/16/2024,,GL,"Wexler Millwork, Co",Pelham Indemnity,DIRECT BILL,-724.87,.12,-86.98,TRW-02
PI-8243699,NBS,2024-09-18,2024-09-19,2025-09-19,Workers Comp,"Trask Cabinetry, Inc",Pelham Indemnity,Agency Bill,32352.9,12,3882.35,TRW-02
AM-44597277,REI,2024-09-18,2024-09-27,2025-04-18,Comm Auto,"Renfro Printing, LLC",ardsley mutual,Agency,11309.77,10,"$1,130.98",MCL-15
AM-63984602,Reinstate,2024-09-18,2024-09-10,2024-11-26,Homeowners,Yolanda Vasquez,Ardsley Mutual,D,264.74,20%,$52.95,TRW-08
NS-512979,REW,2024-09-19,2024-09-08,2025-09-08,HO,Marguerite Castellanos,NORTHGATE SPEC,A,"$1,391.82",17.5,$243.57,MCL-01
KC1422366,Renew,2024-09-19,2024-10-06,2025-10-06,Homeowners,Emeric Sandoval,Kemwood Casualty,Direct,1410.04,12,169.20,MCL-01
SFM71459312,PCH,2024-09-19,09/12/2024,2025-05-19,UMB,Tolliver Electrical,Stanwick Fire and Marine,Agency Bill,7044.08,0.125,880.51,MCL-15
NS-541540,Renew,2024-09-19,2024-09-23,2025-09-23,HOME,Casimir Castellanos,Northgate Specialty Lines,D,1665.57,17.5,291.47,TRW-02
SFM00447308,Renewal,2024-09-20,2024-10-06,2025-10-06,Auto,Solveig Halloran,Stanwick Fire and Marine,Direct,917.24,0.15,137.59,TRW-08
PI-3744328,PCH,2024-09-20,2024-09-12,,Gen Liab,FERRARO MILLWORK LLC,Pelham Indemnity Group,AGENCY BILL,"-$1,946.59",15,-$291.99,MCL-15
VN016661244,NBS,2024-09-20,2024-10-03,10/03/2025,CGL,"Fairweather Cold Storage, Co",Valebrook,A,30036.39,0.125,"3,754.55",GBY-06
AM-25480314,New Business,2024-09-20,2024-10-05,2025-10-05,PROP,"Lindqvist Auto Body, Co",Ardsley Mutual,D,68221.8,12%,"8,186.62",MCL-15
NS-752722,Renewal,2024-09-20,2024-09-20,09/20/2025,BAUTO,UNDERHILL AUTO BODY LLC,Northgate Specialty,D,18025.53,15%,2703.83,GBY-22
KC2365092,PCH,2024-09-21,2024-09-19,2025-06-06,BAUTO,"Wexler Printing, Inc",Kemwood Casualty Co,A,1521.77,15%,228.27,TRW-08
KC8338915,PCH,2024-09-21,2024-09-21,2025-03-08,HOME,Ingrid Rasmussen,Kemwood,D,-$142.08,15,-21.31,GBY-06
SFM90091558,PCH,2024-09-23,2024-09-15,2024-12-13,CGL,Halvorsen Welding,Stanwick F & M,Direct,1494.05,15,224.11,GBY-22
VN700852441,REN,2024-09-23,2024-10-04,2025-10-04,Work Comp,"Delacroix Contracting, Ltd",VALEBROOK NATL,Agency,11875.5,15,1781.33,GBY-22
KC5128290,PCH,2024-09-25,2024-09-16,2025-08-23,CAUTO,"Marchetti Fabrication, LLC",Kemwood Casualty Co,A,744.01,.1,74.40,HFN-04
AM-29947237,NBS,2024-09-27,2024-10-10,10/10/2025,Gen Liab,"Nyquist Haulage, Inc",ARDSLEY MUTUAL INS CO,Direct Bill,14855.08,12.5,1856.89,HFN-04
KC4057722,PCH,2024-09-27,2024-09-21,2024-10-12,Commercial Property,"Nyquist Excavating, Co",KEMWOOD CAS,AB,"$1,461.21",20,$292.24,TRW-08
SFM48684159,PCH,2024-09-27,2024-09-21,,Commercial Property,TRASK FOUNDRY INC,Stanwick F & M,AB,3917.12,20,783.42,GBY-22
SFM45535954,New Business,2024-09-28,10/09/2024,2025-10-09,PROP,"Petrossian Electrical, Inc",Stanwick Fire & Marine,Agency,31796.95,17.5,5564.47,HFN-11
KC5639249,NBS,2024-09-28,2024-10-12,2025-10-12,WORK,"Bramble Contracting, Co",Kemwood Casualty,A,72976.55,12.5,"9,122.07",MCL-01
SFM28951148,Endorsement,2024-09-28,09/28/2024,,Auto,Vidal Lindgren,Stanwick Fire & Marine,Direct Bill,64.63,15,9.69,GBY-06
SFM14955130,PCH,2024-09-29,2024-09-23,,BAUTO,"Halvorsen Excavating, Inc",Stanwick Fire and Marine,AB,"-$10,602.53",0.12,"-$1,272.30",MCL-01
AM-37211964,NEW,2024-09-29,10/01/2024,2025-10-01,Auto,Osman Aldridge,Ardsley Mutual,Direct,"$2,081.72",10%,208.17,HFN-11
PI-1311432,Renewal,2024-09-29,2024-09-30,2025-09-30,General Liability,"Kowalczyk Landscaping, LLC",PELHAM IND,Direct Bill,70602.31,15,"$10,590.35",MCL-01
NS-293415,REI,2024-09-29,2024-10-16,2025-01-04,Commercial Property,"Kowalczyk Millwork, Corp",NORTHGATE SPEC,Agency,2358.38,0.1,$235.84,GBY-22
PI-3467270,RWL,2024-09-30,2024-10-14,2025-10-14,BAUTO,"Bramble Auto Body, Co",PELHAM IND,A,57589.39,12,6910.73,HFN-11
KC9717634,Cancel,2024-09-30,2024-09-24,,CAUTO,Ashby Printing,Kemwood,AB,-60443.93,15,-9066.59,HFN-11
VN286143612,NBS,2024-10-01,2024-10-15,2025-10-15,PPA,Priya Rasmussen,Valebrook National,D,"2,128.69",.12,255.44,
SFM31518046,RWL,2024-10-02,2024-10-07,2025-04-07,PAUTO,Bartholomew Sandoval,Stanwick Fire & Marine,Direct,555.20,12,66.62,MCL-01
KC4057722,RWL,2024-10-03,2024-10-12,2025-10-12,PROP,"Nyquist Excavating, Co",Kemwood Casualty,Agency,"$22,374.90",20,"4,474.98",TRW-08
PI-2377847,Renewal,2024-10-03,2024-10-07,2025-10-07,BAUTO,Halvorsen Welding,PELHAM IND,Direct,7998.89,15,"$1,199.83",GBY-22
PI-8700746,Endorsement,2024-10-03,2024-09-26,2025-02-06,BAUTO,"Petrossian Bakery, Inc",Pelham Ind.,A,3463.93,0.175,606.19,GBY-06
KC8236963,New Business,2024-10-03,10/08/2024,2025-10-08,Commercial Auto,"Lindqvist Cold Storage, Co",Kemwood,Agency Bill,47430.37,12,5691.64,HFN-04
PI-3312302,Policy Change,2024-10-04,2024-09-28,2024-11-17,HOME,Priya Nakagawa,Pelham Indemnity Group,Direct,-264.59,15,-39.69,TRW-02
SFM03370283,RWL,2024-10-04,2024-10-19,2025-10-19,PROP,"Whitcomb Printing, LLC",Stanwick Fire and Marine,Agency Bill,30801.16,.12,3696.14,HFN-04
AM-90991103,Endorsement,2024-10-06,2024-10-03,2024-10-29,Personal Auto,Yolanda Guerrero,Ardsley Mutual,Agency Bill,$289.61,0.12,34.75,HFN-11
PI-3189397,Renew,2024-10-06,2024-10-23,2025-10-23,CGL,"Rennick Landscaping, Co",Pelham Indemnity,D,23456.87,10,2345.69,MCL-01
SFM71391815,END,2024-10-06,2024-10-03,,Umbrella,"Calloway Roofing, Ltd",STANWICK F&M,Agency Bill,3069.47,0.15,460.42,HFN-11
VN270793491,New Business,2024-10-07,10/25/2024,2025-04-25,Homeowners,Rutger Falkenrath,VALEBROOK NATL,Agency Bill,"3,439.09",12,412.69,TRW-02
AM-02158373,Policy Change,2024-10-07,10/07/2024,2025-09-26,PROP,"Tolliver Contracting, LLC",ARDSLEY MUTUAL INS CO,Direct,-4782.53,10,-478.25,TRW-02
NS-682740,PCH,2024-10-08,2024-10-05,,Auto,Ingrid Oyelaran,NORTHGATE SPEC,DIRECT BILL,$430.93,10,43.09,MCL-01
SFM90091558,Endorsement,2024-10-08,2024-10-02,,GL,Halvorsen Welding,STANWICK F&M,DB,"$2,813.81",,$422.07,GBY-22
NS-149141,New Business,2024-10-09,2024-10-12,2025-10-12,Gen Liab,Fairweather Fabrication,Northgate Specialty Lines,Direct Bill,21044.44,17.5,"$3,682.78",GBY-06
PI-1342494,New Business,2024-10-10,2024-10-12,2025-10-12,Homeowners,Terrence Sturgeon,PELHAM IND,DB,863.36,12.5,107.92,MCL-01
VN891623432,N/B,2024-10-10,10/17/2024,2025-10-17,WC,"Arbogast Electrical, LLC",Valebrook Nat'l,DB,51508.51,15,"$7,726.28",HFN-04
AM-15965504,REN,2024-10-10,10/19/2024,2025-04-19,PAUTO,Freya Petrakis,ARDSLEY MUTUAL INS CO,DIRECT BILL,"2,773.20",15,415.98,GBY-22
KC5748540,PCH,2024-10-11,2024-10-05,,PPA,Terrence Aldridge,Kemwood,Direct Bill,$92.11,15,$13.82,MCL-01
SFM91122535,PAB,2024-10-12,08/21/2024,,WORKERS COMPENSATION,"Halvorsen Foundry, LLC",Stanwick Fire & Marine,D,-3306.03,15,-495.9,TRW-08
SFM59317951,Cancel,2024-10-12,2024-10-07,,UMB,"Calloway Excavating, LLC",Stanwick Fire & Marine,Agency,"-$34,177.29",15%,-5126.59,HFN-11
KC5138749,NEW,2024-10-14,2024-10-25,10/25/2025,Comm Prop,"Fairweather Electrical, Corp",Kemwood Casualty,D,18370.61,20,3674.12,
AM-96774600,Endorsement,2024-10-14,2024-10-08,09/04/2025,Homeowners,"Halloran, Ingrid",ARDSLEY MUTUAL INS CO,DB,-353.9,0.15,-53.08,HFN-04
KC9521055,Endorsement,2024-10-14,2024-10-11,2025-01-27,Personal Auto,Noor Guerrero,Kemwood Casualty,Direct,438.32,,65.75,GBY-22
PI-1726057,New Business,2024-10-14,2024-10-23,2025-10-23,GL,Dupree Contracting,Pelham Indemnity,Agency Bill,"$53,002.85",,6360.34,HFN-11
AM-90991103,RWL,2024-10-15,2024-10-29,2025-10-29,Personal Auto,Yolanda Guerrero,Ardsley Mut,A,"$1,888.17",12,226.58,HFN-11
VN387052745,NEW,2024-10-15,2024-10-28,2025-10-28,CAUTO,"Standish Printing, Corp",Valebrook National,Agency Bill,"$5,553.69",12,666.44,TRW-02
NS-559240,PCH,2024-10-15,2024-10-12,2025-08-17,BAUTO,"Fairweather Auto Body, Corp",Northgate Specialty,A,-11942.74,17.5,-2089.98,TRW-08
KC1099323,New Business,2024-10-16,2024-10-30,2025-10-30,Commercial Property,KESSLER FOUNDRY LTD,KEMWOOD CAS,AB,53137.29,0.15,"$7,970.59",TRW-08
NS-510517,NON RENEW,2024-10-16,12/10/2024,,Work Comp,"Wexler Excavating, Inc",Northgate Specialty,Direct,0,12,$0.00,TRW-08
PI-4496495,Endorsement,2024-10-16,10/14/2024,,Work Comp,"Fairweather Plumbing & Heating, Co",Pelham Indemnity,DIRECT BILL,"$5,093.51",12.5%,$636.69,TRW-02
PI-9685329,NBS,2024-10-16,2024-10-27,2025-10-27,GL,"Dupree Fabrication, LLC",PELHAM IND,A,5081.28,10,$508.13,TRW-08
KC4293649,Cancellation,2024-10-17,10/11/2024,,CGL,"Rennick Freight, Inc",Kemwood,A,-19663.03,0.175,-3441.03,HFN-04
VN801444081,Renewal,2024-10-17,2024-10-29,2025-10-29,Work Comp,"Petrossian Cabinetry, Inc",VALEBROOK NATL,AGENCY BILL,51504.54,17.5,"$9,013.29",HFN-11
SFM45435178,Renewal,2024-10-17,2024-10-28,2025-10-28,PAUTO,Malachy Guerrero,STANWICK F&M,A,"2,283.57",17.5,399.62,TRW-08
PI-4519744,New Business,2024-10-18,2024-11-05,11/05/2025,BAUTO,"Tolliver Printing, LLC",PELHAM IND,D,22403.88,10,"$2,240.39",TRW-02
PI-4496495,PCH,2024-10-19,2024-10-13,2025-04-05,WORK,"Fairweather Plumbing & Heating, Co",Pelham Indemnity,Direct Bill,"-3,861.64",12.5,-482.7,TRW-02
NS-872548,NEW,2024-10-20,2024-10-20,2025-10-20,Umbrella,"Rennick Plumbing & Heating, LLC",Northgate Specialty Lines,D,24723,.1,2472.3,MCL-15
VN931189587,XLC,2024-10-20,2024-10-14,,CGL,Wexler Plumbing & Heating,Valebrook,Agency,"-$18,756.55",0.125,-2344.57,GBY-22
PI-2083724,Endorsement,2024-10-21,10/13/2024,,BAUTO,"Fairweather Roofing, LLC",Pelham Ind.,Direct,982.52,10,98.25,HFN-11
VN599127392,PCH,2024-10-22,2024-10-18,2025-02-08,Commercial Auto,"Boyne Produce, Inc",VALEBROOK NATL,Agency Bill,"$2,397.38",.125,299.67,HFN-11
SFM09663635,XLC,2024-10-22,2024-10-15,,Commercial Auto,"Ferraro Electrical, Inc",Stanwick Fire and Marine,A,"-19,385.32",12,"-$2,326.24",HFN-11
VN025350399,PCH,2024-10-23,2024-10-15,06/04/2025,WC,"Ostrander Produce, LLC",Valebrook Nat'l,A,2579.12,0.12,309.49,MCL-01
NS-054810,New Business,2024-10-23,10/29/2024,2025-10-29,Workers Comp,"Dupree Cabinetry, Co",Northgate Specialty,Agency Bill,30430.98,12.5,"$3,803.87",MCL-15
PI-3744328,Endorsement,2024-10-24,2024-10-24,2025-06-18,General Liability,FERRARO MILLWORK LLC,Pelham Indemnity,AB,702.79,15,105.42,MCL-15
VN512182951,N/B,2024-10-24,2024-11-04,2025-05-05,HO3,Casimir Aldridge,Valebrook Nat'l,DIRECT BILL,"3,280.52",.1,328.05,HFN-11
SFM59317951,Reinstatement,2024-10-24,2024-10-31,2025-06-15,Comm Umbrella,"Calloway Excavating, LLC",Stanwick Fire & Marine,Agency Bill,34177.29,15,5126.59,HFN-11
KC5128290,XLC,2024-10-24,2024-10-15,,CAUTO,"Marchetti Fabrication, LLC",Kemwood Casualty Co,AGENCY BILL,-15369.89,.1,-1536.99,HFN-04
KC9408633,RWL,2024-10-25,2024-11-01,2025-11-01,WC,"Ostrander Roofing, Co",Kemwood Casualty Co,Direct,65195.87,10,"$6,519.59",HFN-04
SFM32516822,RWL,2024-10-27,11/04/2024,2025-11-04,CGL,"Calloway Haulage, Corp",Stanwick Fire & Marine,D,46849.59,10,4684.96,HFN-11
KC8338915,XLC,2024-10-27,2024-10-16,,HO3,Ingrid Rasmussen,Kemwood Casualty Co,Direct Bill,-2214.94,15,-332.24,GBY-06
PI-1311432,END,2024-10-28,2024-10-26,,GL,"Kowalczyk Landscaping, LLC",Pelham Indemnity,D,"4,166.33",15,624.95,MCL-01
KC1275683,NON RENEW,2024-10-29,2024-12-22,,PAUTO,Noor Okonkwo,Kemwood Casualty,DIRECT BILL,0,17.5,$0.00,
NS-443460,Premium Audit,2024-10-30,2024-08-18,,WORKERS COMPENSATION,"Kowalczyk Haulage, LLC",Northgate Specialty,Agency Bill,1497.19,10,149.72,HFN-04
VN689573132,NBS,2024-10-30,2024-11-15,11/15/2025,BAUTO,"Arbogast Welding, Corp",Valebrook,Direct Bill,29111.16,12,"3,493.34",MCL-15
KC9456849,PCH,2024-10-30,2024-10-25,,UMBR,"Marchetti Excavating, LLC",Kemwood Casualty,Agency,"$4,696.02",12.5,587,HFN-11
PI-4922215,Premium Audit,2024-10-30,2024-08-24,,Workers Comp,Calloway Bakery,Pelham Indemnity Group,A,732.84,17.5,128.25,HFN-11
VN551602567,RWL,2024-10-30,2024-11-05,2025-11-05,Umbrella,"Standish Cold Storage, Co",Valebrook National,AGENCY BILL,"65,464.09",0.12,7855.69,TRW-08
SFM71391815,REN,2024-10-30,2024-11-14,2025-11-14,Umbrella,"Calloway Roofing, Ltd",Stanwick Fire and Marine,A,42104.1,0.15,"$6,315.62",HFN-11
KC0438572,Renewal,2024-10-30,2024-10-30,2025-04-30,PAUTO,Vidal Aldridge,Kemwood,DIRECT BILL,740.29,10,74.03,GBY-22
KC5748540,END,2024-10-31,2024-10-26,,PAUTO,Terrence Aldridge,Kemwood,D,-55.81,15,-8.37,MCL-01
VN570156740,NBS,2024-10-31,2024-11-06,2025-11-06,Umbrella,"Bramble Haulage, LLC",VALEBROOK NATL,D,22587.52,12.5,2823.44,MCL-15
PI-1783975,Endorsement,2024-11-01,2024-10-31,,Homeowners,Vidal Novotny,Pelham Indemnity Group,D,-73.08,12.5,-9.13,MCL-15
AM-23613803,NBS,2024-11-01,2024-11-10,2025-11-10,BAUTO,"Fairweather Fabrication, Co",Ardsley Mut,Agency,35838.29,20,"7,167.66",TRW-08
KC8338915,Endorsement,2024-11-01,2024-10-29,2025-03-08,HOME,Ingrid Rasmussen,Kemwood Casualty,Direct Bill,-342.24,15,-$51.34,GBY-06
NS-480572,Endorsement,2024-11-02,2024-11-01,2025-02-13,HO,Beatriz Petrakis,Northgate Specialty,D,-568.58,17.5,-99.5,TRW-02
AM-76406752,Premium Audit,2024-11-03,2024-07-26,,WORKERS COMPENSATION,"Marchetti Fabrication, Ltd",ARDSLEY MUTUAL INS CO,Agency Bill,7829.86,10,782.99,TRW-08
VN036993785,RWL,2024-11-03,2024-11-13,2025-11-13,CPROP,"Delacroix Roofing, Co",Valebrook National,D,5515.85,0.15,827.38,GBY-22
SFM09635499,New Business,2024-11-03,2024-11-18,2025-11-18,Auto,"Marchetti Freight, LLC",Stanwick F & M,Agency Bill,66550.25,15,9982.54,HFN-04
KC5128290,Reinstate,2024-11-03,2024-11-21,08/23/2025,BAUTO,"Marchetti Fabrication, LLC",Kemwood Casualty,A,"$15,369.89",,"1,536.99",HFN-04
NS-360057,XLN,2024-11-04,2024-11-01,,UMB,Petrossian Dairy,Northgate Specialty,D,-13057.1,15,-1958.56,
PI-3891445,NBS,2024-11-04,2024-11-17,2025-11-17,CAUTO,"Whitcomb Landscaping, LLC",Pelham Ind.,AB,"12,913.32",10,1291.33,HFN-11
KC9980867,New Business,2024-11-06,2024-11-12,2025-05-13,HOME,Vidal Guerrero,KEMWOOD CAS,D,"$3,003.45",12,360.41,TRW-02
KC8338915,Reinstate,2024-11-06,2024-11-01,2025-03-08,HOME,Ingrid Rasmussen,Kemwood Casualty,Direct Bill,"2,214.94",0.15,332.24,GBY-06
KC2455065,Renewal,2024-11-06,2024-11-17,2025-11-17,Umbrella,"Wexler Cabinetry, LLC",KEMWOOD CAS,A,69889.6,15,10483.44,GBY-22
PI-5590287,PCH,2024-11-07,2024-10-29,,Commercial Property,"Nyquist Freight, Ltd",Pelham Indemnity Group,Agency Bill,1467.87,10%,146.79,TRW-02
VN660701796,NBS,2024-11-08,2024-11-24,2025-11-24,Comm Auto,"Trask Dairy, LLC",VALEBROOK NATL,A,"$73,663.21",12,"$8,839.59",HFN-11
KC8770987,Policy Change,2024-11-08,2024-11-03,2025-02-05,Work Comp,Arbogast Roofing,Kemwood Casualty,Direct,2087.99,15,$313.20,TRW-02
NS-851871,NBS,2024-11-08,2024-11-22,11/22/2025,WORK,ASHBY HAULAGE LLC,Northgate Specialty,Agency,"$15,651.59",10,1565.16,TRW-08
KC1153023,Endorsement,2024-11-09,11/08/2024,2025-08-08,CAUTO,"Halvorsen Landscaping, Co",Kemwood Casualty,Direct Bill,4321.25,12,518.55,
KC5488737,PCH,2024-11-09,2024-11-02,08/07/2025,Commercial Property,"Boyne Millwork, LLC",KEMWOOD CAS,Agency Bill,789.05,0.12,$94.69,HFN-11
PI-3210456,REN,2024-11-10,11/23/2024,2025-11-23,Homeowners,Rutger Petrakis,PELHAM IND,Direct,1832.85,15,274.93,TRW-08
NS-465714,N/B,2024-11-11,2024-11-16,2025-11-16,CGL,WEXLER BAKERY,NORTHGATE SPEC,DB,62280.52,12,7473.66,GBY-22
